,"Type","Date","Num","Adj","Name","Memo","Account Type","Account","Clr","Split","Debit","Credit","Balance"
,"Bill","10-05-2024","326520-100",,"Raage Mart Ltd","items","Expense","Charitable Donations",,"Accounts Payable",5100.00,"",7050.00
,"Bill","10-05-2024","326519-100",,"Raage Mart Ltd","items","Expense","Charitable Donations",,"Accounts Payable",6750.00,"",13800.00
"Total Charitable Donations",,,,,,,,,,,13800.00,0.00,13800.00
"Dues and Subscriptions",,,,,,,,,,,,,""
,"Bill","24-01-2024","0190408130000005337",,"Kenya Association of Manufacturers","2024 Subscriptions","Expense","Dues and Subscriptions",,"Accounts Payable",49376.25,"",49376.25
"Total Dues and Subscriptions",,,,,,,,,,,49376.25,0.00,49376.25
"Reconciliation Discrepancies",,,,,,,,,,,,,""
,"Cheque","15-01-2024","20036336261",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",11.86,"",11.86
,"General Journal","31-01-2024","22308",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account",0.21,"",12.07
,"General Journal","31-01-2024","22345",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.06,12.01
,"Cheque","20-02-2024","20037888498",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",12.30,"",24.31
,"General Journal","29-02-2024","22629",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",1.06,23.25
,"General Journal","29-02-2024","22653",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.13,23.12
,"General Journal","29-02-2024","22675",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB USD Account","",144.50,-121.38
,"Cheque","18-03-2024","20039223720",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",24.42,"",-96.96
,"General Journal","31-03-2024","23306",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.43,-97.39
,"Cheque","17-04-2024","20040621927",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",16.62,"",-80.77
,"General Journal","30-04-2024","23436",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account",0.01,"",-80.76
,"General Journal","30-04-2024","23573",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.11,-80.87
,"Cheque","15-05-2024","20041914138",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",17.07,"",-63.80
,"General Journal","31-05-2024","23817",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",0.01,-63.81
,"General Journal","31-05-2024","23990",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank",0.15,"",-63.66
,"Cheque","18-06-2024","20043446914",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",14.12,"",-49.54
,"General Journal","30-06-2024","24368",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",0.03,-49.57
,"General Journal","30-06-2024","24438",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank",0.14,"",-49.43
,"Cheque","16-07-2024","20044835184",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",16.21,"",-33.22
,"General Journal","31-07-2024","24611",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",0.08,-33.30
,"General Journal","31-07-2024","24678",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.01,-33.31
,"Cheque","15-08-2024","20046224352",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",21.32,"",-11.99
,"General Journal","31-08-2024","24935",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",0.30,-12.29
,"General Journal","31-08-2024","24996",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank",0.13,"",-12.16
,"Cheque","17-09-2024","20047904421",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",14.68,"",2.52
,"General Journal","30-09-2024","25350",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",0.01,2.51
,"General Journal","30-09-2024","25444",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.12,2.39
,"Cheque","15-10-2024","20049264542",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",11.81,"",14.20
,"General Journal","31-10-2024","26042",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.08,14.12
,"Cheque","15-11-2024","20050892960",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",16.95,"",31.07
,"General Journal","30-11-2024","26123",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",2.32,28.75
,"General Journal","30-11-2024","26606",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.49,28.26
,"Cheque","17-12-2024","20052636265",,,"WHVAT Rounding","Expense","Reconciliation Discrepancies",,"KCB Bank",21.64,"",49.90
,"General Journal","31-12-2024","26452",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"MPESA Account","",0.80,49.10
,"General Journal","31-12-2024","26648",,,"Balance Adjustment","Expense","Reconciliation Discrepancies",,"KCB Bank","",0.89,48.21
"Total Reconciliation Discrepancies",,,,,,,,,,,199.64,151.43,48.21
"Security Services",,,,,,,,,,,,,""
,"Bill","02-01-2024","WX3008598",,"Wells Fargo Limited","Radio Alarm Rent - February 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",8000.00
,"Bill","01-02-2024","0190407520000021904",,"Wells Fargo Limited","Radio Alarm Rent - March 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",16000.00
,"Bill","01-03-2024","0190407520000023314",,"Wells Fargo Limited","Radio Alarm Rent - April 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",24000.00
,"Bill","26-03-2024","581",,"DualTech Security Services","Burglar Alarm System Service","Expense","Security Services",,"Accounts Payable",2000.00,"",26000.00
,"Bill","02-04-2024","0190407520000024642",,"Wells Fargo Limited","Radio Alarm Rent - May 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",34000.00
,"Bill","02-05-2024","0190407520000025876",,"Wells Fargo Limited","Radio Alarm Rent - June 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",42000.00
,"Cheque","23-05-2024","P2052",,,"security personnel tip","Expense","Security Services",,"MPESA Account",200.00,"",42200.00
,"Bill","03-06-2024","0190407520000027313",,"Wells Fargo Limited","Radio Alarm Rent - July 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",50200.00
,"Bill","01-07-2024","0190407520000028636",,"Wells Fargo Limited","Radio Alarm Rent - August 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",58200.00
,"Bill","03-07-2024","592",,"DualTech Security Services","Burglar Alarm System Service","Expense","Security Services",,"Accounts Payable",2000.00,"",60200.00
,"Cheque","23-07-2024","P2171",,,"security personnel tip","Expense","Security Services",,"MPESA Account",200.00,"",60400.00
,"Bill","01-08-2024","0190407520000029989",,"Wells Fargo Limited","Radio Alarm Rent - September 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",68400.00
,"Cheque","31-08-2024","56",,"Maasai Market","Security personnel accessories","Expense","Security Services",,"Cash Account",2600.00,"",71000.00
,"Bill","09-09-2024","0190407520000031373",,"Wells Fargo Limited","Radio Alarm Rent - October 2024","Expense","Security Services",,"Accounts Payable",8000.00,"",79000.00
,"Bill","13-09-2024","0190407520000031513",,"Wells Fargo Limited","Rapid response Lukenya deposit","Expense","Security Services",,"Accounts Payable",9860.00,"",88860.00
,"Bill","13-09-2024","0190407520000031514",,"Wells Fargo Limited","Lukenya Radio Alarm system installation","Expense","Security Services",,"Accounts Payable",15000.00,"",103860.00
,"Bill","01-10-2024","0190407520000032817",,"Wells Fargo Limited","-MULTIPLE-","Expense","Security Services",,"Accounts Payable",16500.00,"",120360.00
,"Bill","01-10-2024","0190407520000032818",,"Wells Fargo Limited","Lukenya Radio Alarm Rent - October 2024","Expense","Security Services",,"Accounts Payable",8500.00,"",128860.00
,"Bill","11-10-2024","505",,"DualTech Security Services","Burglar Alarm System Service","Expense","Security Services",,"Accounts Payable",2000.00,"",130860.00
,"Bill","01-11-2024","0190407520000034083",,"Wells Fargo Limited","-MULTIPLE-","Expense","Security Services",,"Accounts Payable",16500.00,"",147360.00
,"Cheque","22-11-2024","P2424",,,"security personnel tip","Expense","Security Services",,"MPESA Account",150.00,"",147510.00
,"Bill","27-11-2024","0171720370000000429",,"Beam Security Company Limited","Security guarding for November 2024","Expense","Security Services",,"Accounts Payable",24000.00,"",171510.00
,"Bill","01-12-2024","0190407520000035754",,"Wells Fargo Limited","Lukenya Radio Alarm Rent - January 2024","Expense","Security Services",,"Accounts Payable",8500.00,"",180010.00
,"Bill","29-12-2024","0171720370000000462",,"Beam Security Company Limited","Security guarding for December 2024","Expense","Security Services",,"Accounts Payable",30000.00,"",210010.00
"Total Security Services",,,,,,,,,,,210010.00,0.00,210010.00
"Bank Service Charges",,,,,,,,,,,,,""
,"Cheque","31-01-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",3158.00,"",3158.00
,"Cheque","31-01-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",4528.25,"",7686.25
,"Cheque","29-02-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",2938.36,"",10624.61
,"Cheque","29-02-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",9264.90,"",19889.51
,"Cheque","29-02-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB USD Account",2261.43,"",22150.94
,"Cheque","01-03-2024","SC12OU8JBU",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",20.00,"",22170.94
,"Cheque","31-03-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",3938.00,"",26108.94
,"Cheque","31-03-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",13133.90,"",39242.84
,"Cheque","19-04-2024","SDJ8PNURTY",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",68.00,"",39310.84
,"Cheque","30-04-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",4738.43,"",44049.27
,"Cheque","30-04-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",11152.40,"",55201.67
,"Cheque","31-05-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",5504.16,"",60705.83
,"Cheque","31-05-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",8889.65,"",69595.48
,"Cheque","31-05-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB USD Account",4875.43,"",74470.91
,"Cheque","10-06-2024","SFA01NGASM",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",103.00,"",74573.91
,"Cheque","30-06-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",4972.00,"",79545.91
,"Cheque","30-06-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",9795.25,"",89341.16
,"Cheque","30-06-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB USD Account",2283.09,"",91624.25
,"Cheque","15-07-2024","SGF8QX1BLQ",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",27.00,"",91651.25
,"Cheque","19-07-2024","SGJ15KGBT",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",6.00,"",91657.25
,"Cheque","22-07-2024","SGM6H2ORWE",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",101.00,"",91758.25
,"Cheque","31-07-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",4542.38,"",96300.63
,"Cheque","31-07-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",30528.25,"",126828.88
,"Cheque","31-07-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB USD Account",1087.80,"",127916.68
,"Cheque","31-08-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",5652.10,"",133568.78
,"Cheque","31-08-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",8958.75,"",142527.53
,"Cheque","03-09-2024","SI31AY5ICH",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",36.00,"",142563.53
,"Cheque","30-09-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",4800.47,"",147364.00
,"Cheque","30-09-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",4833.00,"",152197.00
,"Cheque","28-10-2024","SJS9OHSBW7",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",33.00,"",152230.00
,"Cheque","31-10-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",4629.13,"",156859.13
,"Cheque","31-10-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",14578.20,"",171437.33
,"Cheque","22-11-2024","SKM1O727K1",,,"MPESA charge","Expense","Bank Service Charges",,"MPESA Account",10.00,"",171447.33
,"Cheque","30-11-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",4971.72,"",176419.05
,"Cheque","30-11-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",9414.20,"",185833.25
,"Cheque","31-12-2024",,,,"Service Charge","Expense","Bank Service Charges",,"MPESA Account",7247.70,"",193080.95
,"Cheque","31-12-2024",,,,"Service Charge","Expense","Bank Service Charges",,"KCB Bank",13381.30,"",206462.25
"Total Bank Service Charges",,,,,,,,,,,206462.25,0.00,206462.25
"Business Licenses and Permits",,,,,,,,,,,,,""
"OSH",,,,,,,,,,,,,""
,"Cheque","25-07-2024","SGP8S7JQMG",,"DOSHS","DOSH Registration Certificate","Expense","OSH",,"MPESA Account",5050.00,"",5050.00
"Total OSH",,,,,,,,,,,5050.00,0.00,5050.00
"Business Licenses and Permits - Other",,,,,,,,,,,,,""
,"Bill","16-08-2024","0040092800000014490",,"Kenya Bureau of Standards","Standardization mark renewals","Expense","Business Licenses and Permits",,"Accounts Payable",15043.10,"",15043.10
,"Bill","16-08-2024","0040092800000014488",,"Kenya Bureau of Standards","Standardization mark renewals","Expense","Business Licenses and Permits",,"Accounts Payable",15043.10,"",30086.20
,"Bill","19-09-2024",,,"Kenya Bureau of Standards","Standardization mark renewals","Expense","Business Licenses and Permits",,"Accounts Payable",15043.10,"",45129.30
,"Bill","09-10-2024",,,"Kenya Bureau of Standards","Standardization mark renewals","Expense","Business Licenses and Permits",,"Accounts Payable",15043.10,"",60172.40
,"Bill","18-10-2024",,,"Kenya Bureau of Standards","Standardization mark renewals","Expense","Business Licenses and Permits",,"Accounts Payable",15043.10,"",75215.50
"Total Business Licenses and Permits - Other",,,,,,,,,,,75215.50,0.00,75215.50
"Total Business Licenses and Permits",,,,,,,,,,,80265.50,0.00,80265.50
"Employee Incentive",,,,,,,,,,,,,""
,"Bill","01-01-2024","INV410721",,"ICPAK","ICPAK Subscription 2024 Dominic","Expense","Employee Incentive",,"Accounts Payable",3200.00,"",3200.00
,"Cheque","17-01-2024","P1797",,,"team incentive","Expense","Employee Incentive",,"MPESA Account",1000.00,"",4200.00
,"Cheque","02-02-2024","P1828",,,"Employee incentive","Expense","Employee Incentive",,"MPESA Account",3120.00,"",7320.00
,"Cheque","02-02-2024","P1829",,,"Employee incentive","Expense","Employee Incentive",,"MPESA Account",1070.00,"",8390.00
,"Cheque","13-02-2024","P1841",,,"Employee incentive Employee of the month","Expense","Employee Incentive",,"MPESA Account",2030.00,"",10420.00
,"Cheque","04-03-2024","P1881",,,"Employee incentive Employee of the month","Expense","Employee Incentive",,"MPESA Account",2030.00,"",12450.00
